"apt","latdeg","latmin","latsec","latdir","lngdeg","lngmin","lngsec","lngdir","state","smsa","bizstatd","bizsmsad","bizstato","bizsmsao","obsmsad","pxsmsad","obsmsao","pxsmsao","obstad","pxstad","obstao","pxstao"
"EYW",24,33,22,"N",81,45,35,"W","FL",,0.236000001430511,0,0.386000007390976,0,0,0,0,0,5086,12354,1366,2747
"MKK",21,9,22,"N",157,5,57,"W","HI",,0.151999995112419,0,0.245000004768372,0,0,0,0,0,2726,7703,3117,8732
"FNT",42,58,0,"N",83,44,30,"W","MI",,0.435999989509583,0,0.472000002861023,0,0,0,0,0,947,1559,844,1704
"JAC",43,36,24,"N",110,44,13,"W","WY",,0.209000006318092,0,0.321000009775162,0,0,0,0,0,192,512,694,1555
"GPT",30,24,22,"N",89,4,13,"W","MS",,0.632000029087067,0,0.368999987840652,0,0,0,0,0,238,414,527,1022
"LFT",30,12,17,"N",91,59,15,"W","LA",,0.476999998092651,0,0.39300000667572,0,0,0,0,0,691,1444,667,1546
"LSE",43,52,36,"N",91,15,22,"W","WI",,0.481000006198883,0,0.370000004768372,0,0,0,0,0,604,867,871,1875
"DRO",37,9,0,"N",107,45,4,"W","CO",,0.238000005483627,0,0.347000002861023,0,0,0,0,0,1686,3634,1724,3569
"VPS",30,24,23,"N",86,49,48,"W","FL",,0.236000001430511,0,0.386000007390976,0,0,0,0,0,5086,12354,1366,2747
"MLU",32,30,40,"N",92,2,20,"W","LA",,0.476999998092651,0,0.39300000667572,0,0,0,0,0,691,1444,667,1546
"HVN",41,15,55,"N",72,53,18,"W","CT",,0.467000007629395,0,0.451999992132187,0,0,0,0,0,298,508,1293,2415
"FCA",48,18,46,"N",114,15,4,"W","MT",,0.151999995112419,0,0.41499999165535,0,0,0,0,0,314,645,756,1808
"ISO",35,19,36,"N",77,37,0,"W","NC",,0.448000013828278,0,0.52700001001358,0,0,0,0,0,872,1532,604,1095
"SIT",57,2,55,"N",135,21,42,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"SCC",70,11,40,"N",148,28,5,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"APN",45,4,54,"N",83,33,21,"W","MI",,0.435999989509583,0,0.472000002861023,0,0,0,0,0,947,1559,844,1704
"BDR",41,9,51,"N",73,7,28,"W","CT",,0.467000007629395,0,0.451999992132187,0,0,0,0,0,298,508,1293,2415
"BFD",41,48,8,"N",78,38,22,"W","PA",,0.460999995470047,0,0.379000008106232,0,0,0,0,0,1312,2026,878,1792
"CHO",38,8,29,"N",78,27,11,"W","VA",,0.501999974250793,0,0.488999992609024,0,0,0,0,0,721,1228,1029,1882
"CKB",39,17,44,"N",80,13,46,"W","WV",,0.384999990463257,0,0.407000005245209,0,0,0,0,0,97,178,206,431
"DHN",31,19,12,"N",85,26,54,"W","AL",,0.351999998092651,0,0.601999998092651,0,0,0,0,0,383,664,517,1100
"EKI",41,43,20,"N",85,59,32,"W","IN",,0.441000014543533,0,0.398999989032745,0,0,0,0,0,613,1170,632,1548
"FKL",41,22,45,"N",79,51,35,"W","PA",,0.460999995470047,0,0.379000008106232,0,0,0,0,0,1312,2026,878,1792
"HHH",32,13,0,"N",80,41,0,"W","SC",,0.412999987602234,0,0.349000006914139,0,0,0,0,0,517,1234,510,1115
"HUF",39,27,16,"N",87,18,27,"W","IN",,0.441000014543533,0,0.398999989032745,0,0,0,0,0,613,1170,632,1548
"JHW",42,9,2,"N",79,15,29,"W","NY",,0.425000011920929,0,0.405000001192093,0,0,0,0,0,2343,4267,851,1572
"JST",40,19,0,"N",78,50,4,"W","PA",,0.460999995470047,0,0.379000008106232,0,0,0,0,0,1312,2026,878,1792
"LBE",40,16,35,"N",79,24,10,"W","PA",,0.460999995470047,0,0.379000008106232,0,0,0,0,0,1312,2026,878,1792
"LWB",37,51,35,"N",80,23,55,"W","WV",,0.384999990463257,0,0.407000005245209,0,0,0,0,0,97,178,206,431
"MCN",32,41,44,"N",83,38,52,"W","GA",,0.587000012397766,0,0.418999999761581,0,0,0,0,0,1735,3050,940,1655
"MEI",32,20,14,"N",88,44,57,"W","MS",,0.632000029087067,0,0.368999987840652,0,0,0,0,0,238,414,527,1022
"MGW",39,38,34,"N",79,54,57,"W","WV",,0.384999990463257,0,0.407000005245209,0,0,0,0,0,97,178,206,431
"MHT",42,56,18,"N",71,26,20,"W","NH",,0.351999998092651,0,0.404000014066696,0,0,0,0,0,132,274,1552,2886
"MKG",43,10,14,"N",86,14,15,"W","MI",,0.435999989509583,0,0.472000002861023,0,0,0,0,0,947,1559,844,1704
"ORH",42,16,9,"N",71,52,28,"W","MA",,0.500999987125397,0,0.398000001907349,0,0,0,0,0,1098,2059,1219,2364
"PFN",30,12,45,"N",85,40,55,"W","FL",,0.236000001430511,0,0.386000007390976,0,0,0,0,0,5086,12354,1366,2747
"PHF",37,7,51,"N",76,29,38,"W","VA",,0.501999974250793,0,0.488999992609024,0,0,0,0,0,721,1228,1029,1882
"PKB",39,20,44,"N",81,26,20,"W","WV",,0.384999990463257,0,0.407000005245209,0,0,0,0,0,97,178,206,431
"PLN",45,34,15,"N",84,47,34,"W","MI",,0.435999989509583,0,0.472000002861023,0,0,0,0,0,947,1559,844,1704
"PQI",46,41,6,"N",68,2,51,"W","ME",,0.273000001907349,0,0.337000012397766,0,0,0,0,0,215,503,817,1630
"SBY",38,20,19,"N",75,30,36,"W","MD",,0.428999990224838,0,0.430999994277954,0,0,0,0,0,542,891,897,2006
"TVC",44,44,24,"N",85,35,9,"W","MI",,0.435999989509583,0,0.472000002861023,0,0,0,0,0,947,1559,844,1704
"YNG",41,15,22,"N",80,40,11,"W","OH",,0.465999990701675,0,0.432000011205673,0,0,0,0,0,1180,1892,964,2076
"ABI",32,24,34,"N",99,40,47,"W","TX",,0.579999983310699,0,0.44200000166893,0,0,0,0,0,3766,6554,1386,2735
"BPT",29,57,3,"N",94,1,12,"W","TX",,0.579999983310699,0,0.44200000166893,0,0,0,0,0,3766,6554,1386,2735
"CLL",30,35,22,"N",96,21,52,"W","TX",,0.579999983310699,0,0.44200000166893,0,0,0,0,0,3766,6554,1386,2735
"ESF",31,23,42,"N",92,17,49,"W","LA",,0.476999998092651,0,0.39300000667572,0,0,0,0,0,691,1444,667,1546
"FSM",35,20,10,"N",94,22,12,"W","AR",,0.430000007152557,0,0.398999989032745,0,0,0,0,0,201,407,542,1030
"FYV",36,0,13,"N",94,10,12,"W","AR",,0.430000007152557,0,0.398999989032745,0,0,0,0,0,201,407,542,1030
"GGG",32,23,12,"N",94,42,55,"W","TX",,0.579999983310699,0,0.44200000166893,0,0,0,0,0,3766,6554,1386,2735
"ILE",31,5,11,"N",97,41,12,"W","TX",,0.579999983310699,0,0.44200000166893,0,0,0,0,0,3766,6554,1386,2735
"LAW",34,34,11,"N",98,24,58,"W","OK",,0.412000000476837,0,0.46399998664856,0,0,0,0,0,345,562,781,1563
"LCH",30,7,52,"N",93,13,32,"W","LA",,0.476999998092651,0,0.39300000667572,0,0,0,0,0,691,1444,667,1546
"SPS",33,59,18,"N",98,29,31,"W","TX",,0.579999983310699,0,0.44200000166893,0,0,0,0,0,3766,6554,1386,2735
"TXK",33,27,23,"N",93,59,21,"W","AR",,0.430000007152557,0,0.398999989032745,0,0,0,0,0,201,407,542,1030
"TYR",32,21,17,"N",95,23,56,"W","TX",,0.579999983310699,0,0.44200000166893,0,0,0,0,0,3766,6554,1386,2735
"ACT",31,36,28,"N",97,13,49,"W","TX",,0.579999983310699,0,0.44200000166893,0,0,0,0,0,3766,6554,1386,2735
"ALO",42,33,22,"N",92,23,59,"W","IA",,0.284000009298325,0,0.305999994277954,0,0,0,0,0,323,547,653,1334
"ANB",33,35,25,"N",85,51,21,"W","AL",,0.351999998092651,0,0.601999998092651,0,0,0,0,0,383,664,517,1100
"BFF",41,52,31,"N",103,36,4,"W","NE",,0.412999987602234,0,0.32600000500679,0,0,0,0,0,240,453,724,1884
"BMG",39,8,24,"N",86,36,53,"W","IN",,0.441000014543533,0,0.398999989032745,0,0,0,0,0,613,1170,632,1548
"BMI",40,28,55,"N",88,55,39,"W","IL",,0.611000001430511,0,0.382999986410141,0,0,0,0,0,2360,4290,1167,2298
"BTM",45,57,4,"N",112,29,38,"W","MT",,0.151999995112419,0,0.41499999165535,0,0,0,0,0,314,645,756,1808
"CGI",37,13,25,"N",89,34,18,"W","MO",,0.532000005245209,0,0.428999990224838,0,0,0,0,0,1014,2203,930,1957
"COU",38,48,49,"N",92,13,9,"W","MO",,0.532000005245209,0,0.428999990224838,0,0,0,0,0,1014,2203,930,1957
"CYS",41,9,21,"N",104,49,0,"W","WY",,0.209000006318092,0,0.321000009775162,0,0,0,0,0,192,512,694,1555
"DEC",39,50,3,"N",88,52,7,"W","IL",,0.611000001430511,0,0.382999986410141,0,0,0,0,0,2360,4290,1167,2298
"FLG",35,8,16,"N",111,40,18,"W","AZ",,0.284000009298325,0,0.308999985456467,0,0,0,0,0,1964,4576,1580,2977
"FOE",38,57,9,"N",95,39,45,"W","KS",,0.44200000166893,0,0.389999985694885,0,0,0,0,0,323,581,963,2155
"GCC",44,21,5,"N",105,31,30,"W","WY",,0.209000006318092,0,0.321000009775162,0,0,0,0,0,192,512,694,1555
"GCN",35,57,7,"N",112,8,51,"W","AZ",,0.284000009298325,0,0.308999985456467,0,0,0,0,0,1964,4576,1580,2977
"GON",41,19,44,"N",72,2,47,"W","CT",,0.467000007629395,0,0.451999992132187,0,0,0,0,0,298,508,1293,2415
"GUC",38,32,2,"N",106,56,20,"W","CO",,0.238000005483627,0,0.347000002861023,0,0,0,0,0,1686,3634,1724,3569
"HDN",40,28,54,"N",107,13,12,"W","CO",,0.238000005483627,0,0.347000002861023,0,0,0,0,0,1686,3634,1724,3569
"HLN",46,36,24,"N",111,58,55,"W","MT",,0.151999995112419,0,0.41499999165535,0,0,0,0,0,314,645,756,1808
"HYS",38,50,46,"N",99,16,27,"W","KS",,0.44200000166893,0,0.389999985694885,0,0,0,0,0,323,581,963,2155
"IDA",43,30,58,"N",112,3,53,"W","ID",,0.361999988555908,0,0.381000012159348,0,0,0,0,0,398,814,1291,2632
"IPL",32,50,14,"N",115,34,29,"W","CA",,0.370000004768372,0,0.330000013113022,0,0,0,0,0,6938,14392,1141,2176
"IYK",35,39,24,"N",117,49,45,"W","CA",,0.370000004768372,0,0.330000013113022,0,0,0,0,0,6938,14392,1141,2176
"LAA",38,4,7,"N",102,41,25,"W","CO",,0.238000005483627,0,0.347000002861023,0,0,0,0,0,1686,3634,1724,3569
"LHU",34,27,30,"N",114,21,40,"W","AZ",,0.284000009298325,0,0.308999985456467,0,0,0,0,0,1964,4576,1580,2977
"LYH",37,19,37,"N",79,12,4,"W","VA",,0.501999974250793,0,0.488999992609024,0,0,0,0,0,721,1228,1029,1882
"MBL",44,16,26,"N",86,15,12,"W","MI",,0.435999989509583,0,0.472000002861023,0,0,0,0,0,947,1559,844,1704
"MHK",39,8,32,"N",96,40,8,"W","KS",,0.44200000166893,0,0.389999985694885,0,0,0,0,0,323,581,963,2155
"MOD",37,37,37,"N",120,57,19,"W","CA",,0.370000004768372,0,0.330000013113022,0,0,0,0,0,6938,14392,1141,2176
"MQT",46,32,3,"N",87,33,30,"W","MI",,0.435999989509583,0,0.472000002861023,0,0,0,0,0,947,1559,844,1704
"MTJ",38,30,2,"N",107,53,41,"W","CO",,0.238000005483627,0,0.347000002861023,0,0,0,0,0,1686,3634,1724,3569
"NYC",40,43,30,"N",73,53,55,"W","NY",,0.425000011920929,0,0.405000001192093,0,0,0,0,0,2343,4267,851,1572
"OXR",34,12,4,"N",119,12,23,"W","CA",,0.370000004768372,0,0.330000013113022,0,0,0,0,0,6938,14392,1141,2176
"PAH",37,3,40,"N",88,46,21,"W","KY",,0.328999996185303,0,0.351999998092651,0,0,0,0,0,355,567,829,1938
"PIH",42,54,48,"N",112,35,40,"W","ID",,0.361999988555908,0,0.381000012159348,0,0,0,0,0,398,814,1291,2632
"PIR",44,23,1,"N",100,17,3,"W","SD",,0.256000012159348,0,0.391000002622604,0,0,0,0,0,126,252,485,921
"PRC",34,39,0,"N",112,25,27,"W","AZ",,0.284000009298325,0,0.308999985456467,0,0,0,0,0,1964,4576,1580,2977
"PUB",38,17,34,"N",104,29,46,"W","CO",,0.238000005483627,0,0.347000002861023,0,0,0,0,0,1686,3634,1724,3569
"RDD",40,30,30,"N",122,17,32,"W","CA",,0.370000004768372,0,0.330000013113022,0,0,0,0,0,6938,14392,1141,2176
"RIW",43,3,52,"N",108,27,25,"W","WY",,0.209000006318092,0,0.321000009775162,0,0,0,0,0,192,512,694,1555
"SBP",35,14,12,"N",120,38,21,"W","CA",,0.370000004768372,0,0.330000013113022,0,0,0,0,0,6938,14392,1141,2176
"SHR",44,46,27,"N",106,58,38,"W","WY",,0.209000006318092,0,0.321000009775162,0,0,0,0,0,192,512,694,1555
"SJT",31,21,35,"N",100,29,40,"W","TX",,0.579999983310699,0,0.44200000166893,0,0,0,0,0,3766,6554,1386,2735
"SMX",34,54,18,"N",120,27,28,"W","CA",,0.370000004768372,0,0.330000013113022,0,0,0,0,0,6938,14392,1141,2176
"SUN",43,30,15,"N",114,18,30,"W","ID",,0.361999988555908,0,0.381000012159348,0,0,0,0,0,398,814,1291,2632
"TWF",42,28,55,"N",114,29,12,"W","ID",,0.361999988555908,0,0.381000012159348,0,0,0,0,0,398,814,1291,2632
"VIS",36,19,10,"N",119,23,38,"W","CA",,0.370000004768372,0,0.330000013113022,0,0,0,0,0,6938,14392,1141,2176
"WAS",38,53,48,"N",77,37,20,"W","DC",,0.458000004291534,0,0.46399998664856,0,0,0,0,0,1636,3492,1874,3064
"WHR",39,39,0,"N",107,4,0,"W","CO",,0.238000005483627,0,0.347000002861023,0,0,0,0,0,1686,3634,1724,3569
"YUM",32,39,15,"N",114,36,25,"W","AZ",,0.284000009298325,0,0.308999985456467,0,0,0,0,0,1964,4576,1580,2977
"ABR",45,27,9,"N",98,25,34,"W","SD",,0.256000012159348,0,0.391000002622604,0,0,0,0,0,126,252,485,921
"RFD",42,11,50,"N",89,5,33,"W","IL",,0.611000001430511,0,0.382999986410141,0,0,0,0,0,2360,4290,1167,2298
"ABY",31,31,56,"N",84,11,46,"W","GA",,0.587000012397766,0,0.418999999761581,0,0,0,0,0,1735,3050,940,1655
"FLO",34,11,20,"N",79,43,28,"W","SC",,0.412999987602234,0,0.349000006914139,0,0,0,0,0,517,1234,510,1115
"ACK",41,15,24,"N",70,3,35,"W","MA",,0.500999987125397,0,0.398000001907349,0,0,0,0,0,1098,2059,1219,2364
"BHB",44,26,56,"N",68,21,42,"W","ME",,0.273000001907349,0,0.337000012397766,0,0,0,0,0,215,503,817,1630
"EEN",42,54,3,"N",72,16,15,"W","NH",,0.351999998092651,0,0.404000014066696,0,0,0,0,0,132,274,1552,2886
"EWB",41,40,37,"N",70,57,33,"W","MA",,0.500999987125397,0,0.398000001907349,0,0,0,0,0,1098,2059,1219,2364
"HYA",41,39,57,"N",70,16,50,"W","MA",,0.500999987125397,0,0.398000001907349,0,0,0,0,0,1098,2059,1219,2364
"LEB",43,37,41,"N",72,18,21,"W","NH",,0.351999998092651,0,0.404000014066696,0,0,0,0,0,132,274,1552,2886
"MVY",41,23,34,"N",70,37,0,"W","MA",,0.500999987125397,0,0.398000001907349,0,0,0,0,0,1098,2059,1219,2364
"RKD",44,3,33,"N",69,5,53,"W","ME",,0.273000001907349,0,0.337000012397766,0,0,0,0,0,215,503,817,1630
"RUT",43,31,46,"N",72,56,54,"W","VT",,0.35699999332428,0,0.400999993085861,0,0,0,0,0,94,188,1122,1928
"ACY",39,27,24,"N",74,34,40,"W","NJ",,0.47299998998642,0,0.372000008821487,0,0,0,0,0,702,1261,1382,2844
"ADK",51,52,58,"N",176,38,41,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"HOM",59,38,43,"N",151,28,35,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"ADQ",57,45,15,"N",152,29,0,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"BET",60,47,4,"N",161,49,53,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"BKW",37,46,55,"N",81,7,27,"W","WV",,0.384999990463257,0,0.407000005245209,0,0,0,0,0,97,178,206,431
"BLF",37,17,45,"N",81,12,29,"W","WV",,0.384999990463257,0,0.407000005245209,0,0,0,0,0,97,178,206,431
"EWN",35,4,25,"N",77,2,33,"W","NC",,0.448000013828278,0,0.52700001001358,0,0,0,0,0,872,1532,604,1095
"GTR",33,27,1,"N",88,35,29,"W","MS",,0.632000029087067,0,0.368999987840652,0,0,0,0,0,238,414,527,1022
"INT",36,8,7,"N",80,13,32,"W","NC",,0.448000013828278,0,0.52700001001358,0,0,0,0,0,872,1532,604,1095
"MSL",34,44,55,"N",87,36,58,"W","AL",,0.351999998092651,0,0.601999998092651,0,0,0,0,0,383,664,517,1100
"PGV",35,38,0,"N",77,23,7,"W","NC",,0.448000013828278,0,0.52700001001358,0,0,0,0,0,872,1532,604,1095
"PIB",31,28,3,"N",89,20,12,"W","MS",,0.632000029087067,0,0.368999987840652,0,0,0,0,0,238,414,527,1022
"RWI",35,51,16,"N",77,53,26,"W","NC",,0.448000013828278,0,0.52700001001358,0,0,0,0,0,872,1532,604,1095
"AHN",33,56,54,"N",83,19,37,"W","GA",,0.587000012397766,0,0.418999999761581,0,0,0,0,0,1735,3050,940,1655
"AIA",42,3,6,"N",102,48,24,"W","NE",,0.412999987602234,0,0.32600000500679,0,0,0,0,0,240,453,724,1884
"AIY",39,21,36,"N",74,27,26,"W","NJ",,0.47299998998642,0,0.372000008821487,0,0,0,0,0,702,1261,1382,2844
"AIZ",38,5,54,"N",92,32,50,"W","MO",,0.532000005245209,0,0.428999990224838,0,0,0,0,0,1014,2203,930,1957
"AKN",58,40,43,"N",156,38,58,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"AOO",40,17,50,"N",78,19,12,"W","PA",,0.460999995470047,0,0.379000008106232,0,0,0,0,0,1312,2026,878,1792
"AUG",44,19,5,"N",69,47,48,"W","ME",,0.273000001907349,0,0.337000012397766,0,0,0,0,0,215,503,817,1630
"BBX",40,8,12,"N",75,16,3,"W","PA",,0.460999995470047,0,0.379000008106232,0,0,0,0,0,1312,2026,878,1792
"BRL",40,47,10,"N",91,7,24,"W","IA",,0.284000009298325,0,0.305999994277954,0,0,0,0,0,323,547,653,1334
"BTL",42,18,33,"N",85,14,52,"W","MI",,0.435999989509583,0,0.472000002861023,0,0,0,0,0,947,1559,844,1704
"CBE",39,36,52,"N",78,45,58,"W","MD",,0.428999990224838,0,0.430999994277954,0,0,0,0,0,542,891,897,2006
"CMX",47,10,4,"N",88,29,11,"W","MI",,0.435999989509583,0,0.472000002861023,0,0,0,0,0,947,1559,844,1704
"DUJ",41,10,42,"N",78,53,56,"W","PA",,0.460999995470047,0,0.379000008106232,0,0,0,0,0,1312,2026,878,1792
"HGR",39,42,28,"N",77,43,48,"W","MD",,0.428999990224838,0,0.430999994277954,0,0,0,0,0,542,891,897,2006
"IPT",41,14,32,"N",76,55,14,"W","PA",,0.460999995470047,0,0.379000008106232,0,0,0,0,0,1312,2026,878,1792
"LNS",40,7,16,"N",76,17,59,"W","PA",,0.460999995470047,0,0.379000008106232,0,0,0,0,0,1312,2026,878,1792
"OSH",43,59,2,"N",88,33,25,"W","WI",,0.481000006198883,0,0.370000004768372,0,0,0,0,0,604,867,871,1875
"RDG",40,22,43,"N",75,57,50,"W","PA",,0.460999995470047,0,0.379000008106232,0,0,0,0,0,1312,2026,878,1792
"SCE",40,46,15,"N",77,52,53,"W","PA",,0.460999995470047,0,0.379000008106232,0,0,0,0,0,1312,2026,878,1792
"SHD",38,15,50,"N",78,53,48,"W","VA",,0.501999974250793,0,0.488999992609024,0,0,0,0,0,721,1228,1029,1882
"TTN",40,16,41,"N",74,48,45,"W","NJ",,0.47299998998642,0,0.372000008821487,0,0,0,0,0,702,1261,1382,2844
"VLD",30,47,2,"N",83,16,38,"W","GA",,0.587000012397766,0,0.418999999761581,0,0,0,0,0,1735,3050,940,1655
"VRB",27,39,9,"N",80,24,49,"W","FL",,0.236000001430511,0,0.386000007390976,0,0,0,0,0,5086,12354,1366,2747
"WVL",44,32,2,"N",69,40,33,"W","ME",,0.273000001907349,0,0.337000012397766,0,0,0,0,0,215,503,817,1630
"WWD",39,0,23,"N",74,54,32,"W","NJ",,0.47299998998642,0,0.372000008821487,0,0,0,0,0,702,1261,1382,2844
"ALM",32,50,45,"N",105,59,7,"W","NM",,0.400999993085861,0,0.363999992609024,0,0,0,0,0,555,1035,1298,2454
"BJI",47,30,35,"N",94,56,5,"W","MN",,0.442999988794327,0,0.453999996185303,0,0,0,0,0,826,1517,856,1587
"BKX",44,18,12,"N",96,48,40,"W","SD",,0.256000012159348,0,0.391000002622604,0,0,0,0,0,126,252,485,921
"DVL",48,6,47,"N",98,54,27,"W","ND",,0.153999999165535,0,0.361999988555908,0,0,0,0,0,109,214,530,1120
"ALS",37,26,12,"N",105,52,0,"W","CO",,0.238000005483627,0,0.347000002861023,0,0,0,0,0,1686,3634,1724,3569
"ALW",46,5,41,"N",118,17,28,"W","WA",,0.305000007152557,0,0.28600001335144,0,0,0,0,0,1726,3148,1474,3135
"CLM",48,7,8,"N",123,29,37,"W","WA",,0.305000007152557,0,0.28600001335144,0,0,0,0,0,1726,3148,1474,3135
"ODW",48,15,5,"N",122,41,10,"W","WA",,0.305000007152557,0,0.28600001335144,0,0,0,0,0,1726,3148,1474,3135
"PUW",46,44,41,"N",117,6,18,"W","WA",,0.305000007152557,0,0.28600001335144,0,0,0,0,0,1726,3148,1474,3135
"YKM",46,34,1,"N",120,32,16,"W","WA",,0.305000007152557,0,0.28600001335144,0,0,0,0,0,1726,3148,1474,3135
"FMN",36,44,28,"N",108,13,45,"W","NM",,0.400999993085861,0,0.363999992609024,0,0,0,0,0,555,1035,1298,2454
"GRI",40,58,2,"N",98,18,24,"W","NE",,0.412999987602234,0,0.32600000500679,0,0,0,0,0,240,453,724,1884
"TPL",31,9,1,"N",97,24,33,"W","TX",,0.579999983310699,0,0.44200000166893,0,0,0,0,0,3766,6554,1386,2735
"ABL",67,5,15,"N",157,50,45,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"BLI",48,47,40,"N",122,32,5,"W","WA",,0.305000007152557,0,0.28600001335144,0,0,0,0,0,1726,3148,1474,3135
"BRW",71,17,0,"N",156,46,10,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"BTT",66,54,55,"N",151,31,35,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"CDB",55,11,59,"N",162,43,11,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"CDV",60,29,35,"N",145,28,12,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"CGA",55,28,45,"N",133,8,46,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"DRG",66,4,51,"N",162,44,0,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"DUT",53,53,45,"N",166,32,20,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"EAT",47,23,59,"N",120,12,28,"W","WA",,0.305000007152557,0,0.28600001335144,0,0,0,0,0,1726,3148,1474,3135
"EAU",44,51,52,"N",91,29,14,"W","WI",,0.481000006198883,0,0.370000004768372,0,0,0,0,0,604,867,871,1875
"EKO",40,49,26,"N",115,47,23,"W","NV",,0.221000000834465,0,0.335999995470047,0,0,0,0,0,2716,8443,1397,2485
"ELI",64,36,49,"N",162,16,13,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"EMK",62,46,37,"N",164,31,15,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"ESD",48,42,30,"N",122,54,45,"W","WA",,0.305000007152557,0,0.28600001335144,0,0,0,0,0,1726,3148,1474,3135
"FYU",66,34,52,"N",145,12,30,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"GAM",63,46,0,"N",171,44,15,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"GST",58,25,39,"N",135,42,18,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"HIB",47,23,19,"N",92,50,19,"W","MN",,0.442999988794327,0,0.453999996185303,0,0,0,0,0,826,1517,856,1587
"HNH",58,5,53,"N",135,24,12,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"HNS",59,14,45,"N",135,31,8,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"HPB",61,31,30,"N",166,8,43,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"KAE",56,58,24,"N",133,56,38,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"KKI",60,54,25,"N",161,25,20,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"KLW",55,33,18,"N",133,6,0,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"KTS",65,19,46,"N",166,28,18,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"KVC",55,3,18,"N",162,18,48,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"KWN",59,45,40,"N",161,51,45,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"LMT",42,9,47,"N",121,44,9,"W","OR",,0.391999989748001,0,0.270000010728836,0,0,0,0,0,806,1503,1420,3726
"LWS",46,22,29,"N",117,0,52,"W","ID",,0.361999988555908,0,0.381000012159348,0,0,0,0,0,398,814,1291,2632
"MKC",39,7,27,"N",94,35,31,"W","MO",,0.532000005245209,0,0.428999990224838,0,0,0,0,0,1014,2203,930,1957
"MTM",55,8,0,"N",131,35,0,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"MWA",37,45,7,"N",89,0,59,"W","IL",,0.611000001430511,0,0.382999986410141,0,0,0,0,0,2360,4290,1167,2298
"MWH",47,12,18,"N",119,18,56,"W","WA",,0.305000007152557,0,0.28600001335144,0,0,0,0,0,1726,3148,1474,3135
"OME",64,30,41,"N",165,26,30,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"ORV",66,49,45,"N",161,1,25,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"OTH",43,25,8,"N",124,14,24,"W","OR",,0.391999989748001,0,0.270000010728836,0,0,0,0,0,806,1503,1420,3726
"OTZ",66,53,17,"N",162,36,21,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"PHO",68,21,0,"N",166,48,0,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"PSG",56,48,15,"N",132,56,33,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
