"apt","latdeg","latmin","latsec","latdir","lngdeg","lngmin","lngsec","lngdir","state","smsa","bizstatd","bizsmsad","bizstato","bizsmsao","obsmsad","pxsmsad","obsmsao","pxsmsao","obstad","pxstad","obstao","pxstao"
"LAL",27,59,20,"N",82,0,53,"W","FL",,0.236000001430511,0,0.386000007390976,0,0,0,0,0,5086,12354,1366,2747
"LFK",31,14,3,"N",94,45,1,"W","TX",,0.579999983310699,0,0.44200000166893,0,0,0,0,0,3766,6554,1386,2735
"LGD",45,17,23,"N",118,0,18,"W","OR",,0.391999989748001,0,0.270000010728836,0,0,0,0,0,806,1503,1420,3726
"LGU",41,47,15,"N",111,51,18,"W","UT",,0.379999995231628,0,0.331000000238419,0,0,0,0,0,664,1333,1954,4762
"LIA",40,46,0,"N",84,11,0,"W","OH",,0.465999990701675,0,0.432000011205673,0,0,0,0,0,1180,1892,964,2076
"LJN",29,2,18,"N",95,27,25,"W","TX",,0.579999983310699,0,0.44200000166893,0,0,0,0,0,3766,6554,1386,2735
"LKE",47,37,0,"N",122,20,0,"W","WA",,0.305000007152557,0,0.28600001335144,0,0,0,0,0,1726,3148,1474,3135
"LKV",42,9,30,"N",120,24,15,"W","OR",,0.391999989748001,0,0.270000010728836,0,0,0,0,0,806,1503,1420,3726
"LLY",39,56,36,"N",74,50,37,"W","NJ",,0.47299998998642,0,0.372000008821487,0,0,0,0,0,702,1261,1382,2844
"LMA",63,52,51,"N",152,18,35,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"LNP",36,59,9,"N",82,31,59,"W","VA",,0.501999974250793,0,0.488999992609024,0,0,0,0,0,721,1228,1029,1882
"LOZ",37,5,14,"N",84,4,37,"W","KY",,0.328999996185303,0,0.351999998092651,0,0,0,0,0,355,567,829,1938
"LPO",41,34,22,"N",86,44,3,"W","IN",,0.441000014543533,0,0.398999989032745,0,0,0,0,0,613,1170,632,1548
"LWC",39,0,33,"N",95,13,3,"W","KS",,0.44200000166893,0,0.389999985694885,0,0,0,0,0,323,581,963,2155
"LWM",42,43,3,"N",71,7,21,"W","MA",,0.500999987125397,0,0.398000001907349,0,0,0,0,0,1098,2059,1219,2364
"LWV",38,45,47,"N",87,36,4,"W","IL",,0.611000001430511,0,0.382999986410141,0,0,0,0,0,2360,4290,1167,2298
"LXN",40,47,18,"N",99,46,27,"W","NE",,0.412999987602234,0,0.32600000500679,0,0,0,0,0,240,453,724,1884
"LXV",39,13,13,"N",106,18,58,"W","CO",,0.238000005483627,0,0.347000002861023,0,0,0,0,0,1686,3634,1724,3569
"LYU",47,49,26,"N",91,49,45,"W","MN",,0.442999988794327,0,0.453999996185303,0,0,0,0,0,826,1517,856,1587
"MAW",36,36,20,"N",89,59,20,"W","MO",,0.532000005245209,0,0.428999990224838,0,0,0,0,0,1014,2203,930,1957
"MBY",39,27,50,"N",92,25,36,"W","MO",,0.532000005245209,0,0.428999990224838,0,0,0,0,0,1014,2203,930,1957
"MCD",45,53,27,"N",84,44,23,"W","MI",,0.435999989509583,0,0.472000002861023,0,0,0,0,0,947,1559,844,1704
"MDR",63,6,25,"N",154,43,0,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"MFI",44,38,2,"N",90,11,12,"W","WI",,0.481000006198883,0,0.370000004768372,0,0,0,0,0,604,867,871,1875
"MGC",41,42,0,"N",86,49,0,"W","IN",,0.441000014543533,0,0.398999989032745,0,0,0,0,0,613,1170,632,1548
"MGJ",41,30,38,"N",74,15,47,"W","NY",,0.425000011920929,0,0.405000001192093,0,0,0,0,0,2343,4267,851,1572
"MHV",35,4,0,"N",118,9,0,"W","CA",,0.370000004768372,0,0.330000013113022,0,0,0,0,0,6938,14392,1141,2176
"MIV",39,22,0,"N",75,4,22,"W","NJ",,0.47299998998642,0,0.372000008821487,0,0,0,0,0,702,1261,1382,2844
"MIW",42,6,52,"N",92,55,9,"W","IA",,0.284000009298325,0,0.305999994277954,0,0,0,0,0,323,547,653,1334
"MLF",38,25,35,"N",113,0,45,"W","UT",,0.379999995231628,0,0.331000000238419,0,0,0,0,0,664,1333,1954,4762
"MLY",64,59,48,"N",150,38,35,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"MMU",40,47,57,"N",74,24,57,"W","NJ",,0.47299998998642,0,0.372000008821487,0,0,0,0,0,702,1261,1382,2844
"MNT",64,53,42,"N",149,10,15,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"MOP",43,37,18,"N",84,43,33,"W","MI",,0.435999989509583,0,0.472000002861023,0,0,0,0,0,947,1559,844,1704
"MPB",25,36,31,"N",80,28,30,"W","FL",,0.236000001430511,0,0.386000007390976,0,0,0,0,0,5086,12354,1366,2747
"MQB",40,27,9,"N",90,37,17,"W","IL",,0.611000001430511,0,0.382999986410141,0,0,0,0,0,2360,4290,1167,2298
"MRB",39,24,6,"N",77,59,6,"W","WV",,0.384999990463257,0,0.407000005245209,0,0,0,0,0,97,178,206,431
"MSV",41,37,33,"N",74,42,12,"W","NY",,0.425000011920929,0,0.405000001192093,0,0,0,0,0,2343,4267,851,1572
"MTX",64,48,30,"N",147,45,36,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"MVL",44,32,9,"N",72,36,52,"W","VT",,0.35699999332428,0,0.400999993085861,0,0,0,0,0,94,188,1122,1928
"MVW",48,22,38,"N",122,20,1,"W","WA",,0.305000007152557,0,0.28600001335144,0,0,0,0,0,1726,3148,1474,3135
"MYV",39,5,53,"N",121,34,11,"W","CA",,0.370000004768372,0,0.330000013113022,0,0,0,0,0,6938,14392,1141,2176
"NEW",30,2,22,"N",90,1,36,"W","LA",,0.476999998092651,0,0.39300000667572,0,0,0,0,0,691,1444,667,1546
"NOT",38,8,36,"N",122,33,21,"W","CA",,0.370000004768372,0,0.330000013113022,0,0,0,0,0,6938,14392,1141,2176
"NPT",41,31,51,"N",71,16,57,"W","RI",,0.529999971389771,0,0.374000012874603,0,0,0,0,0,82,166,1157,2328
"NUL",64,43,40,"N",158,4,36,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"NUP",60,53,40,"N",162,28,0,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"OCA",25,19,21,"N",80,16,37,"W","FL",,0.236000001430511,0,0.386000007390976,0,0,0,0,0,5086,12354,1366,2747
"ODM",39,3,45,"N",79,25,48,"W","MD",,0.428999990224838,0,0.430999994277954,0,0,0,0,0,542,891,897,2006
"OGA",41,7,10,"N",101,45,32,"W","NE",,0.412999987602234,0,0.32600000500679,0,0,0,0,0,240,453,724,1884
"OLH",57,12,22,"N",153,17,58,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"ONO",44,1,22,"N",117,0,50,"W","OR",,0.391999989748001,0,0.270000010728836,0,0,0,0,0,806,1503,1420,3726
"ONP",44,34,46,"N",124,3,28,"W","OR",,0.391999989748001,0,0.270000010728836,0,0,0,0,0,806,1503,1420,3726
"OOK",60,31,55,"N",165,6,30,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"ORI",57,53,10,"N",152,50,38,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"ORL",28,32,39,"N",81,20,8,"W","FL",,0.236000001430511,0,0.386000007390976,0,0,0,0,0,5086,12354,1366,2747
"ORT",62,57,43,"N",141,55,26,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"OSB",38,6,35,"N",92,41,0,"W","MO",,0.532000005245209,0,0.428999990224838,0,0,0,0,0,1014,2203,930,1957
"OSC",44,27,5,"N",83,23,40,"W","MI",,0.435999989509583,0,0.472000002861023,0,0,0,0,0,947,1559,844,1704
"OYS",37,51,45,"N",119,33,0,"W","CA",,0.370000004768372,0,0.330000013113022,0,0,0,0,0,6938,14392,1141,2176
"PBF",34,10,32,"N",91,56,8,"W","AR",,0.430000007152557,0,0.398999989032745,0,0,0,0,0,201,407,542,1030
"PHN",42,54,47,"N",82,31,34,"W","MI",,0.435999989509583,0,0.472000002861023,0,0,0,0,0,947,1559,844,1704
"PIP",57,33,49,"N",157,33,39,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"PKA",60,42,39,"N",161,45,29,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"PML",56,0,20,"N",160,33,30,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"PNE",40,4,49,"N",75,0,45,"W","PA",,0.460999995470047,0,0.379000008106232,0,0,0,0,0,1312,2026,878,1792
"POF",36,42,40,"N",90,18,50,"W","MO",,0.532000005245209,0,0.428999990224838,0,0,0,0,0,1014,2203,930,1957
"POH",42,44,32,"N",94,38,39,"W","IA",,0.284000009298325,0,0.305999994277954,0,0,0,0,0,323,547,653,1334
"POY",44,52,13,"N",108,47,29,"W","WY",,0.209000006318092,0,0.321000009775162,0,0,0,0,0,192,512,694,1555
"PQS",61,56,5,"N",162,53,26,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"PSB",40,53,0,"N",78,5,9,"W","PA",,0.460999995470047,0,0.379000008106232,0,0,0,0,0,1312,2026,878,1792
"PSF",42,25,36,"N",73,17,30,"W","MA",,0.500999987125397,0,0.398000001907349,0,0,0,0,0,1098,2059,1219,2364
"PTK",42,39,53,"N",83,24,41,"W","MI",,0.435999989509583,0,0.472000002861023,0,0,0,0,0,947,1559,844,1704
"PTN",29,42,30,"N",91,20,15,"W","LA",,0.476999998092651,0,0.39300000667572,0,0,0,0,0,691,1444,667,1546
"PTU",59,0,41,"N",161,49,1,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"PUO",70,15,5,"N",148,20,13,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"PVU",40,13,5,"N",111,43,20,"W","UT",,0.379999995231628,0,0.331000000238419,0,0,0,0,0,664,1333,1954,4762
"PVY",59,19,0,"N",154,55,0,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"PWA",35,31,58,"N",97,38,57,"W","OK",,0.412000000476837,0,0.46399998664856,0,0,0,0,0,345,562,781,1563
"PWT",47,29,6,"N",122,45,48,"W","WA",,0.305000007152557,0,0.28600001335144,0,0,0,0,0,1726,3148,1474,3135
"RAL",33,57,6,"N",117,26,32,"W","CA",,0.370000004768372,0,0.330000013113022,0,0,0,0,0,6938,14392,1141,2176
"RBG",43,14,20,"N",123,21,35,"W","OR",,0.391999989748001,0,0.270000010728836,0,0,0,0,0,806,1503,1420,3726
"RBY",64,43,48,"N",155,27,39,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"RCE",48,36,45,"N",123,8,14,"W","WA",,0.305000007152557,0,0.28600001335144,0,0,0,0,0,1726,3148,1474,3135
"RDV",61,47,14,"N",157,20,49,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"RED",40,40,6,"N",77,37,42,"W","PA",,0.460999995470047,0,0.379000008106232,0,0,0,0,0,1312,2026,878,1792
"RIE",45,28,45,"N",91,43,22,"W","WI",,0.481000006198883,0,0.370000004768372,0,0,0,0,0,604,867,871,1875
"RIF",38,44,28,"N",112,5,40,"W","UT",,0.379999995231628,0,0.331000000238419,0,0,0,0,0,664,1333,1954,4762
"RIL",39,31,5,"N",107,46,45,"W","CO",,0.238000005483627,0,0.347000002861023,0,0,0,0,0,1686,3634,1724,3569
"RLA",38,7,40,"N",91,46,41,"W","MO",,0.532000005245209,0,0.428999990224838,0,0,0,0,0,1014,2203,930,1957
"RLD",46,18,30,"N",119,18,20,"W","WA",,0.305000007152557,0,0.28600001335144,0,0,0,0,0,1726,3148,1474,3135
"RMG",34,21,3,"N",85,9,28,"W","GA",,0.587000012397766,0,0.418999999761581,0,0,0,0,0,1735,3050,940,1655
"RMP",65,30,30,"N",150,8,25,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"RSH",61,46,59,"N",161,19,9,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"RSJ",47,14,0,"N",117,25,0,"W","WA",,0.305000007152557,0,0.28600001335144,0,0,0,0,0,1726,3148,1474,3135
"RUI",33,21,39,"N",105,39,45,"W","NM",,0.400999993085861,0,0.363999992609024,0,0,0,0,0,555,1035,1298,2454
"RWL",41,48,16,"N",107,12,5,"W","WY",,0.209000006318092,0,0.321000009775162,0,0,0,0,0,192,512,694,1555
"SAA",41,26,42,"N",106,48,36,"W","WY",,0.209000006318092,0,0.321000009775162,0,0,0,0,0,192,512,694,1555
"SBG",32,45,14,"N",97,19,41,"W","TX",,0.579999983310699,0,0.44200000166893,0,0,0,0,0,3766,6554,1386,2735
"SBM",43,46,18,"N",87,51,8,"W","WI",,0.481000006198883,0,0.370000004768372,0,0,0,0,0,604,867,871,1875
"SCF",33,37,11,"N",111,54,52,"W","AZ",,0.284000009298325,0,0.308999985456467,0,0,0,0,0,1964,4576,1580,2977
"SHN",47,14,2,"N",123,8,20,"W","WA",,0.305000007152557,0,0.28600001335144,0,0,0,0,0,1726,3148,1474,3135
"SHX",62,41,45,"N",159,34,0,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"SIK",36,53,40,"N",89,33,35,"W","MO",,0.532000005245209,0,0.428999990224838,0,0,0,0,0,1014,2203,930,1957
"SKJ",56,31,58,"N",154,6,50,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"SKK",64,19,27,"N",161,8,20,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"SKW",61,57,57,"N",151,11,19,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"SLQ",61,42,18,"N",157,10,0,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"SLT",38,32,18,"N",106,2,48,"W","CO",,0.238000005483627,0,0.347000002861023,0,0,0,0,0,1686,3634,1724,3569
"SMK",63,29,3,"N",162,1,40,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"SMO",34,0,58,"N",118,27,3,"W","CA",,0.370000004768372,0,0.330000013113022,0,0,0,0,0,6938,14392,1141,2176
"SOL",64,33,39,"N",164,26,25,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"SOP",35,10,48,"N",79,34,33,"W","NC",,0.448000013828278,0,0.52700001001358,0,0,0,0,0,872,1532,604,1095
"SOW",34,15,52,"N",110,0,15,"W","AZ",,0.284000009298325,0,0.308999985456467,0,0,0,0,0,1964,4576,1580,2977
"SPQ",33,45,2,"N",118,16,22,"W","CA",,0.370000004768372,0,0.330000013113022,0,0,0,0,0,6938,14392,1141,2176
"SRV",61,47,28,"N",156,35,10,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"SSI",31,9,8,"N",81,23,25,"W","GA",,0.587000012397766,0,0.418999999761581,0,0,0,0,0,1735,3050,940,1655
"STE",44,32,43,"N",89,31,51,"W","WI",,0.481000006198883,0,0.370000004768372,0,0,0,0,0,604,867,871,1875
"STK",40,36,58,"N",103,16,2,"W","CO",,0.238000005483627,0,0.347000002861023,0,0,0,0,0,1686,3634,1724,3569
"STP",44,56,12,"N",93,3,49,"W","MN",,0.442999988794327,0,0.453999996185303,0,0,0,0,0,826,1517,856,1587
"SUA",27,10,50,"N",80,13,17,"W","FL",,0.236000001430511,0,0.386000007390976,0,0,0,0,0,5086,12354,1366,2747
"SUM",33,59,40,"N",80,21,47,"W","SC",,0.412999987602234,0,0.349000006914139,0,0,0,0,0,517,1234,510,1115
"SUO",43,52,24,"N",121,27,14,"W","OR",,0.391999989748001,0,0.270000010728836,0,0,0,0,0,806,1503,1420,3726
"SVS",66,0,34,"N",149,5,39,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"SWF",41,30,21,"N",74,5,50,"W","NY",,0.425000011920929,0,0.405000001192093,0,0,0,0,0,2343,4267,851,1572
"SWI",33,37,28,"N",96,35,8,"W","TX",,0.579999983310699,0,0.44200000166893,0,0,0,0,0,3766,6554,1386,2735
"SWO",36,9,32,"N",97,5,8,"W","OK",,0.412000000476837,0,0.46399998664856,0,0,0,0,0,345,562,781,1563
"SXP",62,32,0,"N",164,50,0,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"SXY",42,18,34,"N",75,24,39,"W","NY",,0.425000011920929,0,0.405000001192093,0,0,0,0,0,2343,4267,851,1572
"TAD",37,15,35,"N",104,20,21,"W","CO",,0.238000005483627,0,0.347000002861023,0,0,0,0,0,1686,3634,1724,3569
"TCT",62,59,34,"N",156,3,56,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"TEK",60,51,54,"N",146,40,48,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"TGE",32,29,45,"N",85,46,45,"W","AL",,0.351999998092651,0,0.601999998092651,0,0,0,0,0,383,664,517,1100
"TIW",47,16,14,"N",122,34,23,"W","WA",,0.305000007152557,0,0.28600001335144,0,0,0,0,0,1726,3148,1474,3135
"TKE",57,43,0,"N",135,12,0,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"TKF",39,19,15,"N",120,8,30,"W","CA",,0.370000004768372,0,0.330000013113022,0,0,0,0,0,6938,14392,1141,2176
"TLJ",62,53,42,"N",155,58,27,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"TOG",59,3,24,"N",160,22,56,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"TOP",39,4,11,"N",95,37,21,"W","KS",,0.44200000166893,0,0.389999985694885,0,0,0,0,0,323,581,963,2155
"TPH",38,3,30,"N",117,5,0,"W","NV",,0.221000000834465,0,0.335999995470047,0,0,0,0,0,2716,8443,1397,2485
"TRH",35,48,46,"N",117,19,33,"W","CA",,0.370000004768372,0,0.330000013113022,0,0,0,0,0,6938,14392,1141,2176
"TSM",36,27,33,"N",105,40,31,"W","NM",,0.400999993085861,0,0.363999992609024,0,0,0,0,0,555,1035,1298,2454
"TWH",33,25,30,"N",118,30,30,"W","CA",,0.370000004768372,0,0.330000013113022,0,0,0,0,0,6938,14392,1141,2176
"UES",43,2,18,"N",88,13,48,"W","WI",,0.481000006198883,0,0.370000004768372,0,0,0,0,0,604,867,871,1875
"UKI",39,7,36,"N",123,12,0,"W","CA",,0.370000004768372,0,0.330000013113022,0,0,0,0,0,6938,14392,1141,2176
"ULM",44,19,17,"N",94,30,2,"W","MN",,0.442999988794327,0,0.453999996185303,0,0,0,0,0,826,1517,856,1587
"UOX",34,23,4,"N",89,32,6,"W","MS",,0.632000029087067,0,0.368999987840652,0,0,0,0,0,238,414,527,1022
"UST",29,57,24,"N",81,20,18,"W","FL",,0.236000001430511,0,0.386000007390976,0,0,0,0,0,5086,12354,1366,2747
"UTO",65,59,36,"N",153,42,6,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"VPZ",41,27,9,"N",87,0,19,"W","IN",,0.441000014543533,0,0.398999989032745,0,0,0,0,0,613,1170,632,1548
"WBB",63,31,0,"N",162,16,44,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"WBQ",66,21,44,"N",147,24,30,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"WCR",67,30,20,"N",148,30,0,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"WKK",59,16,40,"N",158,36,40,"W","AK",,0.172999992966652,0,0.303999990224838,0,0,0,0,0,1540,3230,2860,5334
"WMC",40,53,52,"N",117,48,13,"W","NV",,0.221000000834465,0,0.335999995470047,0,0,0,0,0,2716,8443,1397,2485
